chanel,time,question,answer,intent,confidence
Tester,2020-08-13 19:24:36.781620,,,,
,2020-08-13 19:24:36.793059,Hi,,greet,0.9989908337593079
,2020-08-13 19:24:36.796370,,"Chào bạn, mình là MeeyBot. Mình giúp gì được cho bạn ạ!",,
,2020-08-13 19:29:23.933140,Bạn là ai,,chitchat,0.9999966025352478
,2020-08-13 19:29:23.936137,,Mình là MeeyBot :),,
,2020-08-13 19:29:34.233405,banh làm gì,,ask_whatspossible,0.8075677752494812
,2020-08-13 19:29:34.236647,,"Mình là MeeyBot của MeeyLand, hỗ trợ khách hàng các câu hỏi về tính năng, định hướng của MeeyLand, về các vấn đề khi đăng ký tài khoản, đăng tin trên MeeyLand, nạp tiền, mua các gói VIP,... ",,
,2020-08-13 19:30:11.121282,Bạn có những sản phẩm nào,,faq,0.9005113840103149
,2020-08-13 19:30:11.124532,,"Hệ sinh thái bất động sản Meey Land là thủ lĩnh dẫn đầu áp dụng CMCN 4.0 vào lĩnh vực Bất động sản tại Việt Nam, như trí tuệ nhân tạo (AI), công nghệ blockchain, dữ liệu lớn Bigdata, cung cấp sản phẩm công nghệ kết nối giao dịch bất động sản giữa những người có nhu cầu về bất động sản và người chủ sở hữu bất động sản.
 • Website không chỉ đăng tải các thông tin mua bán Bất động sản mà còn cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…
 • Công cụ tìm kiếm Bất động sản trên bản đồ là một trong các tính năng ưu việt và thuận tiện cho khách hàng của Meey Land.
Đầu tư vào MeeyLand là một lựa chọn tuyệt vời của các nhà đầu tư thông minh!",,
,2020-08-13 19:30:36.245329,Bất động sản,,how_create_new_post,0.9490393996238708
,2020-08-13 19:30:36.249265,,"Bạn thực hiện theo các bước sau để đăng tin trên Meeyland:
Bước 1: Lựa chọn mục đích đăng bài:
• [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat)
• [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat)
• [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 6: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài.
",,
,2020-08-13 19:31:00.071236,bat dong san gi co,,out_of_scope,0.9999312162399292
,2020-08-13 19:31:00.074608,,"Xin lỗi, hiện tại MeeyBot chỉ có thể hiểu được Tiếng Việt nha!",,
Tester,2020-08-13 19:25:13.836622,,,,
,2020-08-13 19:25:13.848672,Bạn có khoẻ không,,chitchat,0.9970848560333252
,2020-08-13 19:25:13.852084,,"Có nóng trong người một chút, còn lại thì tốt cả ạ!",,
,2020-08-13 19:25:42.534609,/restart,,restart,1.0
,2020-08-13 19:25:53.011957,bạn có cần uống thuốc không,,chitchat,0.8703981637954712
,2020-08-13 19:25:53.015597,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 19:26:39.106011,Bạn đang ở đâu,,chitchat,0.9996047616004944
,2020-08-13 19:26:39.109428,,Những kỹ sư AI thông minh của Meey Land tạo ra mình ạ!,,
Tester,2020-08-13 19:36:48.890195,,,,
,2020-08-13 19:36:48.901241,Alo,,greet,0.9998998641967773
,2020-08-13 19:36:48.904076,,"Chào bạn, mình là MeeyBot. Mình giúp gì được cho bạn ạ!",,
,2020-08-13 19:37:46.879793,Meeyland là gì?,,faq,0.8766356110572815
,2020-08-13 19:37:46.882571,,"Hệ sinh thái bất động sản Meey Land là thủ lĩnh dẫn đầu áp dụng CMCN 4.0 vào lĩnh vực Bất động sản tại Việt Nam, như trí tuệ nhân tạo (AI), công nghệ blockchain, dữ liệu lớn Bigdata, cung cấp sản phẩm công nghệ kết nối giao dịch bất động sản giữa những người có nhu cầu về bất động sản và người chủ sở hữu bất động sản.
 • Website không chỉ đăng tải các thông tin mua bán Bất động sản mà còn cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…
 • Công cụ tìm kiếm Bất động sản trên bản đồ là một trong các tính năng ưu việt và thuận tiện cho khách hàng của Meey Land.
Đầu tư vào MeeyLand là một lựa chọn tuyệt vời của các nhà đầu tư thông minh!",,
,2020-08-13 19:39:15.517338,Muốn khai báo tai khoản ngân hàng vào mục nào,,is_withdrawal_allowed_from_meeyid,0.5215750932693481
,2020-08-13 19:39:15.520464,,"Hiện tại MeeyLand chưa cho phép rút tiền từ ví Meey về ngân hàng. Tuy nhiên trong thời gian tới, ví MeeyLand sẽ hoàn thiện hơn và cho phép người dùng được rút tiền về ngân hàng từ ví",,
,2020-08-13 19:39:43.727641,Khoảng bao lâu,,how_auth_account,0.9427568912506104
,2020-08-13 19:39:43.730873,,"Sau khi đăng kí thành công, bạn có thể xác thực tài khoản theo 2 cách:

• Cách 1: Vào mục ['Thông tin liên lạc'](https://meeyid.com/account-detail) trên meeyid.com 
• Cách 2: Vào chức năng ['Thay đổi tài khoản cá nhân'](https://meeyland.com/user/profile#info) trên meeyland.com

Nhấp vào nút 'Xác thực' bên cạnh Email hoặc Số điện thoại cần xác thực. Hệ thống sẽ:
• Xác thực qua Email: Gửi đường link xác thực tài khoản qua Email đăng ký
=> Mở Email và nhấp vào đường link để xác thực.
• Xác thực số điện thoại: Hệ thống sẽ chuyển màn hình bắt nhập mã OTP và gửi mã OTP tới số điện thoại đăng ký qua tin nhắn SMS
=> Nhập mã số OTP được gửi tới điện thoại lên màn hình xác thực
",,
,2020-08-13 19:41:12.853134,Bạn là nam hay nữ,,chitchat,0.9999948143959045
,2020-08-13 19:41:12.856360,,Xin phép giữ giới tính bí mật nha!,,
,2020-08-13 19:41:36.065545,Ok,,affirm,0.6397014260292053
,2020-08-13 19:41:36.069006,,Bạn có thắc mắc hay cần giúp đỡ gì nữa không ạ,,
,2020-08-13 19:42:42.169740,Sàn bất động sản nào tốt nhất,,faq,0.999584436416626
,2020-08-13 19:42:42.173122,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 19:43:22.953002,Sàn Meeyland đó bạn,,out_of_scope,0.9303531050682068
,2020-08-13 19:43:22.956589,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 19:45:38.779577,Muốn nạp tiền để góp tiền vào đâu,,how_transfer_money_to_account,0.9496101140975952
,2020-08-13 19:45:38.783280,,"Tại meeyland.com, bạn có thể nạp tiền vào tài khoản hoặc thanh toán gói tin VIP bằng hình thức như sau:
• Nạp tiền qua VNPAY;
• Nạp tiền vào tài khoản qua Internet Banking và chuyển khoản tới số tài khoản đại diện của Công ty cổ phần tập đoàn Meey Land;
• Thanh toán tại văn phòng
Chi tiết xem tại đây: ….. (chèn link điều hướng sang video/file hướng dẫn nạp tiền)
",,
,2020-08-13 19:47:00.288468,Bạn học lớp mấy rồi,,chitchat,0.992891252040863
,2020-08-13 19:47:00.292414,,"Thời gian là sản phẩm của con người mà, bạn phải nói mình biết chứ!",,
,2020-08-13 19:47:59.690444,Tam biệt nhé,,chitchat,0.3786367177963257
,2020-08-13 19:47:59.694225,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
Tester,2020-08-13 19:52:08.778094,,,,
,2020-08-13 19:52:08.788772,Helo,,greet,0.9997459650039673
,2020-08-13 19:52:08.791479,,"Chào bạn, tên mình là MeeyBot. Bạn cần mình giúp gì không?",,
,2020-08-13 19:52:53.569921,Xin hỏi tổng giám đốc tên gì,,chitchat,0.5073733925819397
,2020-08-13 19:52:53.572926,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 19:53:28.547808,CEO meeyland là ai,,faq,0.9999756217002869
,2020-08-13 19:53:28.550719,,"CEO/Founder Hoàng Mai Chung – Chuyên gia Bất động sản với 20 năm kinh nghiệm quản lí và điều hành doanh nghiệp, và rất nhiều năm kinh nghiệm trong lĩnh vực bất động sản, công nghệ thông tin, đã từng đạt được nhiều giải thưởng cúp vàng cho doanh nghiệp.",,
,2020-08-13 19:55:13.109667,Trợ lý  tổng giám đốc meeyland là ai,,faq,0.6444556713104248
,2020-08-13 19:55:13.112895,,"•Tính năng bản đồ: Bản đồ được tích hợp với meeyland.com ngoài việc tìm kiếm chính xác vị trí Bất động sản, khách hàng còn có thể xem thêm về tình trạng pháp lý của Bất động sản như tình trạng quy hoạch. Ngoài ra, khách hàng có thể xem được giá rao bán của các Bất động sản xung quanh vị trí của Bất động sản đang xem để tiện so sánh. 
 •Tính năng chat trực tuyến: Ngoài việc liên hệ với người đăng tin qua các cách truyền thống như gọi điện, email, người xem có thể liên hệ với người đăng tin bằng cách sử dụng ứng dụng chat trực tuyến với người đăng tin thông qua website meeyland.com hoặc qua ứng dụng Apps chat của Meey Land trên điện thoại di động.
 •Tính năng định giá Bất động sản: Ngoài giá rao bán của người đăng tin, Meey Land cung cấp cho người xem giá do Meey Land đề xuất. Giá này được nhóm phân tích giá của Meey Land tổng hợp thông qua giá thị trường, và phân tích đưa ra giá chính xác của Bất động sản để người xem tham khảo.",,
,2020-08-13 19:56:49.350115,Phó giám đốc là ai,,chitchat,0.6602927446365356
,2020-08-13 19:56:49.353701,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
Tester,2020-08-13 20:09:02.698775,,,,
,2020-08-13 20:09:02.710135,Bạn ăn tối chưa?,,chitchat,0.9064479470252991
,2020-08-13 20:09:02.712913,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 20:09:20.327341,Phạm vi của bạn là gì?,,ask_whatspossible,0.9999751448631287
,2020-08-13 20:09:20.330165,,"Mình là MeeyBot của MeeyLand, hỗ trợ khách hàng các câu hỏi về tính năng, định hướng của MeeyLand, về các vấn đề khi đăng ký tài khoản, đăng tin trên MeeyLand, nạp tiền, mua các gói VIP,... ",,
,2020-08-13 20:09:34.631237,Meeybot là gì?,,chitchat,0.9999459981918335
,2020-08-13 20:09:34.634228,,Mình là MeeyBot :),,
,2020-08-13 20:09:50.743882,bot là gì?,,chitchat,0.98768150806427
,2020-08-13 20:09:50.746868,,Mình là MeeyBot :),,
,2020-08-13 20:10:23.341504,Mình gửi thông tin bạn đăng giúp mình nhé?,,how_edit_delete_post,0.5052309036254883
,2020-08-13 20:10:23.344663,,"Đầu tiên, bạn vào Quản lý tin đăng ở góc trên cùng bên phải trang web và thực hiện như sau:
+ Để sửa bài đăng, bạn nhấp chuột vào ký hiệu cây bút 'Chỉnh sửa bài đăng' trên ảnh đại diện của mỗi tin đăng, sau đó chọn phần cần sửa. Chọn lưu để lưu lại bài đăng sau khi hoàn tất chỉnh sửa
+ Để xóa bài đăng, bạn nhấp chuột vào ký hiệu 'X' trên ảnh của mỗi bài đăng.",,
,2020-08-13 20:10:41.049293,mình muốn bạn đăng giúp cơ?,,how_create_new_post,0.8067998886108398
,2020-08-13 20:10:41.052559,,"Bạn thực hiện theo các bước sau để đăng tin trên Meeyland:
Bước 1: Lựa chọn mục đích đăng bài:
• [Mua/ Bán Nhà Đất](https://meeyland.com/articles/new?category=mua-ban-nha-dat)
• [Thuê/ Cho Thuê Nhà Đất](https://meeyland.com/articles/new?category=cho-thue-nha-dat)
• [Sang Nhượng](https://meeyland.com/articles/new?category=sang-nhuong-nha-dat)
Bước 2: Nhập thông tin Bất động sản
Bước 3: Lựa chọn gói tin đăng ([Bảng giá gói tin](https://meeyland.com/page/bao-gia))
Bước 4: Chọn đẩy tin tự động hoặc không ([Bảng giá đẩy tin](https://meeyland.com/page/bao-gia))
Bước 5: Thanh toán nếu chọn gói tin VIP hoặc đẩy tin tự động.
Bước 6: Bạn có thể lưu nháp, xem trước bài đăng hoặc hoàn tất quá trình đăng bài.
",,
,2020-08-13 20:11:55.314914,Bạn biết ai tên là Uyên ko?,,chitchat,0.9999940991401672
,2020-08-13 20:11:55.318361,,"Nãy bạn Na vừa hỏi mình, bạn là người thứ hai hỏi vậy đấy.",,
,2020-08-13 20:17:58.433486,Bạn Uyên là người thế nào?,,chitchat,0.9998903870582581
,2020-08-13 20:17:58.437584,,Những kỹ sư AI thông minh của Meey Land tạo ra mình ạ!,,
,2020-08-13 20:18:21.515043,Bạn Na là bạn nào mà bạn nhắc suốt thế?,,request_explain_more,0.7056698203086853
,2020-08-13 20:18:21.519874,,"Xin lỗi, bot chỉ hỗ trợ bạn được như vậy thôi ạ!",,
,2020-08-13 20:18:21.524340,,"Vui lòng liên hệ với bộ phận Chăm sóc khách hàng để được hỗ trợ nâng cao ạ: 
• Gọi đến tổng đài theo số hotline 08.69.09.29.29 
• Gửi mail yêu cầu hỗ trợ tới địa chỉ “contact@meeyland.com” 
• Chat với 'Chăm sóc khách hàng'",,
,2020-08-13 20:19:19.897715,Bạn có thích nói chuyện chính trị ko?,,chitchat,0.9347342252731323
,2020-08-13 20:19:19.901779,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 20:19:36.237858,Vậy chuyện xã hội?,,faq,0.999997079372406
,2020-08-13 20:19:36.241621,,Mình không vui tính lắm đâu ạ!,,
,2020-08-13 20:19:47.340751,văn hoá?,,deny,0.5009719133377075
,2020-08-13 20:19:47.344802,,"Vui lòng liên hệ với bộ phận Chăm sóc khách hàng để được hỗ trợ nâng cao ạ: 
• Gọi đến tổng đài theo số hotline 08.69.09.29.29 
• Gửi mail yêu cầu hỗ trợ tới địa chỉ “contact@meeyland.com” 
• Chat với 'Chăm sóc khách hàng'",,
,2020-08-13 20:20:01.496830,khoa học kỹ thuật?,,forgot_password,0.39148205518722534
,2020-08-13 20:20:01.500906,,"Trường hợp bạn quên mật khẩu đăng nhập, bạn vào [đây](https://meeyid.com/forgot-password) để tạo mật khẩu mới.",,
,2020-08-13 20:20:55.022582,Meeyland có bao nhiêu người?,,faq,0.9999950528144836
,2020-08-13 20:20:55.026701,,"Meeyland đang hoàn thiện sản phẩm nên chưa có số liệu thống kê cụ thể cho anh chị được, khi nào có bên em sẽ thông báo lại cho anh chị.",,
,2020-08-13 20:21:10.644693,người meeyland đông không?,,faq,0.9975857138633728
,2020-08-13 20:21:10.648999,,"Meeyland đang hoàn thiện sản phẩm nên chưa có số liệu thống kê cụ thể cho anh chị được, khi nào có bên em sẽ thông báo lại cho anh chị.",,
,2020-08-13 20:22:11.655506,Bạn có yêu meeyland ko?,,chitchat,0.6931509375572205
,2020-08-13 20:22:11.660423,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 20:22:28.475811,Dự án này có lớn ko?,,chitchat,0.9922997951507568
,2020-08-13 20:22:28.480437,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 20:23:03.773742,meeyland có là dự án lớn không?,,faq,0.9997232556343079
,2020-08-13 20:23:03.778352,,"Hệ sinh thái bất động sản Meey Land là thủ lĩnh dẫn đầu áp dụng CMCN 4.0 vào lĩnh vực Bất động sản tại Việt Nam, như trí tuệ nhân tạo (AI), công nghệ blockchain, dữ liệu lớn Bigdata, cung cấp sản phẩm công nghệ kết nối giao dịch bất động sản giữa những người có nhu cầu về bất động sản và người chủ sở hữu bất động sản.
 • Website không chỉ đăng tải các thông tin mua bán Bất động sản mà còn cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…
 • Công cụ tìm kiếm Bất động sản trên bản đồ là một trong các tính năng ưu việt và thuận tiện cho khách hàng của Meey Land.
Đầu tư vào MeeyLand là một lựa chọn tuyệt vời của các nhà đầu tư thông minh!",,
,2020-08-13 20:23:46.132541,Nguyễn hữu kiên là ai?,,chitchat,0.9999897480010986
,2020-08-13 20:23:46.137226,,Mình là MeeyBot :),,
,2020-08-13 20:23:57.048505,Kiên cto là ai?,,chitchat,0.9999878406524658
,2020-08-13 20:23:57.053147,,Mình là MeeyBot :),,
Tester,2020-08-13 20:12:36.927518,,,,
,2020-08-13 20:12:36.938452,Xin chào,,greet,0.9995815753936768
,2020-08-13 20:12:36.941258,,"Chào bạn, tên mình là MeeyBot. Bạn cần mình giúp gì không?",,
,2020-08-13 20:13:08.009747,Ở meeyland có gì khác biệt,,faq,0.9999955892562866
,2020-08-13 20:13:08.012562,,"Hệ sinh thái bất động sản Meey Land là thủ lĩnh dẫn đầu áp dụng CMCN 4.0 vào lĩnh vực Bất động sản tại Việt Nam, như trí tuệ nhân tạo (AI), công nghệ blockchain, dữ liệu lớn Bigdata, cung cấp sản phẩm công nghệ kết nối giao dịch bất động sản giữa những người có nhu cầu về bất động sản và người chủ sở hữu bất động sản.
 • Website không chỉ đăng tải các thông tin mua bán Bất động sản mà còn cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…
 • Công cụ tìm kiếm Bất động sản trên bản đồ là một trong các tính năng ưu việt và thuận tiện cho khách hàng của Meey Land.
Đầu tư vào MeeyLand là một lựa chọn tuyệt vời của các nhà đầu tư thông minh!",,
,2020-08-13 20:13:37.897089,Ceo là ai,,faq,0.9999521970748901
,2020-08-13 20:13:37.900012,,"CEO/Founder Hoàng Mai Chung – Chuyên gia Bất động sản với 20 năm kinh nghiệm quản lí và điều hành doanh nghiệp, và rất nhiều năm kinh nghiệm trong lĩnh vực bất động sản, công nghệ thông tin, đã từng đạt được nhiều giải thưởng cúp vàng cho doanh nghiệp.",,
,2020-08-13 20:13:59.981496,Nhân sự có bao nhiêu người,,faq,0.999778687953949
,2020-08-13 20:13:59.984623,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 20:30:23.619307,Lộ trình phát triển sản phẩm của meeyland,,faq,0.9993982911109924
,2020-08-13 20:30:23.622396,,"Hệ sinh thái bất động sản Meey Land là thủ lĩnh dẫn đầu áp dụng CMCN 4.0 vào lĩnh vực Bất động sản tại Việt Nam, như trí tuệ nhân tạo (AI), công nghệ blockchain, dữ liệu lớn Bigdata, cung cấp sản phẩm công nghệ kết nối giao dịch bất động sản giữa những người có nhu cầu về bất động sản và người chủ sở hữu bất động sản.
 • Website không chỉ đăng tải các thông tin mua bán Bất động sản mà còn cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…
 • Công cụ tìm kiếm Bất động sản trên bản đồ là một trong các tính năng ưu việt và thuận tiện cho khách hàng của Meey Land.
Đầu tư vào MeeyLand là một lựa chọn tuyệt vời của các nhà đầu tư thông minh!",,
,2020-08-13 20:31:05.838364,Lộ trình sản phẩm,,faq,0.6914438009262085
,2020-08-13 20:31:05.841773,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
Tester,2020-08-13 21:01:05.140565,,,,
,2020-08-13 21:01:05.151561,chào,,greet,0.999768078327179
,2020-08-13 21:01:05.154315,,"Chào bạn, tên mình là MeeyBot. Bạn cần mình giúp gì không?",,
,2020-08-13 21:01:20.247907,làm sao để hết buồn ?,,how_auth_account,0.45027998089790344
,2020-08-13 21:01:20.250796,,"Sau khi đăng kí thành công, bạn có thể xác thực tài khoản theo 2 cách:

• Cách 1: Vào mục ['Thông tin liên lạc'](https://meeyid.com/account-detail) trên meeyid.com 
• Cách 2: Vào chức năng ['Thay đổi tài khoản cá nhân'](https://meeyland.com/user/profile#info) trên meeyland.com

Nhấp vào nút 'Xác thực' bên cạnh Email hoặc Số điện thoại cần xác thực. Hệ thống sẽ:
• Xác thực qua Email: Gửi đường link xác thực tài khoản qua Email đăng ký
=> Mở Email và nhấp vào đường link để xác thực.
• Xác thực số điện thoại: Hệ thống sẽ chuyển màn hình bắt nhập mã OTP và gửi mã OTP tới số điện thoại đăng ký qua tin nhắn SMS
=> Nhập mã số OTP được gửi tới điện thoại lên màn hình xác thực
",,
,2020-08-13 21:01:43.522255,không,,deny,0.9980669617652893
,2020-08-13 21:01:43.525290,,Rất vui khi được phục vụ bạn :),,
,2020-08-13 21:01:56.851673,tôi không hỏi câu đó,,not_need_this_help,0.7861922383308411
,2020-08-13 21:01:56.854624,,Vậy bot có thể giúp gì cho bạn?,,
,2020-08-13 21:02:07.820647,giúp tôi vui được không ?,,deny,0.8137375116348267
,2020-08-13 21:02:07.824005,,"Vui lòng liên hệ với bộ phận Chăm sóc khách hàng để được hỗ trợ nâng cao ạ: 
• Gọi đến tổng đài theo số hotline 08.69.09.29.29 
• Gửi mail yêu cầu hỗ trợ tới địa chỉ “contact@meeyland.com” 
• Chat với 'Chăm sóc khách hàng'",,
,2020-08-13 21:02:14.370768,điên,,chitchat,0.9999380111694336
,2020-08-13 21:02:14.375192,,"Eo, thế không hay tí nào đâu.",,
,2020-08-13 21:02:22.046073,sao không,,deny,0.9811137318611145
,2020-08-13 21:02:22.049520,,Rất vui khi được phục vụ bạn :),,
,2020-08-13 21:02:32.433547,chưa được phục vụ,,what_VIP_post,0.2951343357563019
,2020-08-13 21:02:32.438166,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 21:02:48.035874,nói câu khác được không,,chitchat,0.3143938183784485
,2020-08-13 21:02:48.041648,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 21:03:00.813808,là nhắn cái khác được không,,benefit_of_meey_account,0.21407555043697357
,2020-08-13 21:03:00.818913,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 21:03:07.149610,bạn tên gì,,chitchat,0.9999659061431885
,2020-08-13 21:03:07.153744,,Mình là MeeyBot :),,
,2020-08-13 21:03:20.750958,ai tạo ra bạn,,chitchat,0.9999954104423523
,2020-08-13 21:03:20.754895,,Những kỹ sư AI thông minh của Meey Land tạo ra mình ạ!,,
,2020-08-13 21:03:26.860099,à,,user_show_agreement,0.9169251322746277
,2020-08-13 21:03:26.864214,,Vâng ạ,,
,2020-08-13 21:03:36.683123,ban thông minh đấy,,chitchat,0.9464555382728577
,2020-08-13 21:03:36.687330,,Mình là bot ạ!,,
,2020-08-13 21:03:51.789759,bạn biết Hoàng Mai Chung không,,chitchat,0.7515215873718262
,2020-08-13 21:03:51.793976,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 21:04:05.396633,sếp của bạn là ai,,chitchat,0.9994604587554932
,2020-08-13 21:04:05.401268,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 21:04:12.127317,ceo là ai,,faq,0.9999521970748901
,2020-08-13 21:04:12.131952,,"CEO/Founder Hoàng Mai Chung – Chuyên gia Bất động sản với 20 năm kinh nghiệm quản lí và điều hành doanh nghiệp, và rất nhiều năm kinh nghiệm trong lĩnh vực bất động sản, công nghệ thông tin, đã từng đạt được nhiều giải thưởng cúp vàng cho doanh nghiệp.",,
,2020-08-13 21:04:32.720920,vậy sao nói không biết,,chitchat,0.9796287417411804
,2020-08-13 21:04:32.725346,,Hiện tại MeeyBot chỉ hỗ trợ ngôn ngữ Tiếng Việt thôi ạ!,,
,2020-08-13 21:04:50.504413,tôi đang nhắn tiếng việt đó bạn,,chitchat,0.9515846371650696
,2020-08-13 21:04:50.508971,,"Hiện tại [Meeyland website](https://meeyland.com/) hỗ trợ Tiếng Việt và Tiếng Anh. Để đổi ngôn ngữ giao diện trang website, anh/chị kích vào biểu tượng chọn ngôn ngữ trên góc phải màn hình có biểu tượng chọn ngôn ngữ.
 App Meeyland hiện chỉ hỗ trợ Tiếng Việt.",,
,2020-08-13 21:05:47.461126,chán quá bạn à,,react_negative,0.6739582419395447
,2020-08-13 21:05:47.465951,,😞,,
,2020-08-13 21:06:13.176821,cảm giác của bạn như thế nào,,thank,0.5572431087493896
,2020-08-13 21:06:13.181856,,Rất vui khi được phục vụ bạn :),,
,2020-08-13 21:06:23.624434,tôi thì không,,deny,0.9931994080543518
,2020-08-13 21:06:23.629440,,Rất vui khi được phục vụ bạn :),,
,2020-08-13 21:06:33.484809,bạn có cha không,,out_of_scope,0.9551622271537781
,2020-08-13 21:06:33.489756,,"Xin lỗi, việc này ngoài phạm vi của MeeyBot",,
,2020-08-13 21:06:48.433238,người nào tạo ra bạn,,chitchat,0.9999804496765137
,2020-08-13 21:06:48.438439,,Những kỹ sư AI thông minh của Meey Land tạo ra mình ạ!,,
,2020-08-13 21:06:53.971255,là ai,,chitchat,0.9999792575836182
,2020-08-13 21:06:53.976867,,Mình là MeeyBot :),,
,2020-08-13 21:07:00.851355,tôi là ai,,chitchat,0.9996699094772339
,2020-08-13 21:07:00.856683,,Mình là MeeyBot :),,
,2020-08-13 21:07:13.371289,bản đồ trên meeyland dùng sao,,how_create_new_post,0.33907172083854675
,2020-08-13 21:07:13.376840,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 21:07:21.440216,về meeymap,,is_withdrawal_allowed_from_meeyid,0.44147834181785583
,2020-08-13 21:07:21.445674,,"Hiện tại MeeyLand chưa cho phép rút tiền từ ví Meey về ngân hàng. Tuy nhiên trong thời gian tới, ví MeeyLand sẽ hoàn thiện hơn và cho phép người dùng được rút tiền về ngân hàng từ ví",,
,2020-08-13 21:07:29.705695,sai rồi,,react_negative,0.9997260570526123
,2020-08-13 21:07:29.711344,,😢,,
,2020-08-13 21:07:41.829130,tôi hỏi cái khác mà,,user_need_help,0.53809654712677
,2020-08-13 21:07:41.836377,,"Xin chào, mình là MeeyBot. Rất vui khi được hỗ trợ bạn.",,
,2020-08-13 21:09:48.773991,thôi,,canthelp,0.9944246411323547
,2020-08-13 21:09:48.783522,,Xin lỗi vì không thể giúp bạn.,,
,2020-08-13 21:09:52.353039,chào bạn,,greet,0.9998266100883484
,2020-08-13 21:09:52.358998,,"Xin chào, mình là MeeyBot. Mình có thể giúp gì cho bạn ạ?",,
,2020-08-13 21:10:01.575989,bye nhé,,bye,0.9966105222702026
,2020-08-13 21:10:01.583458,,Tạm biệt!,,
,2020-08-13 21:10:09.044001,cảm ơn,,thank,0.9806429743766785
,2020-08-13 21:10:09.051193,,Rất vui khi được phục vụ bạn :),,
Tester,2020-08-13 21:17:16.591963,,,,
,2020-08-13 21:17:16.602949,chào bạn rasa,,greet,0.9881265163421631
,2020-08-13 21:17:16.605685,,"Chào bạn, tên mình là MeeyBot. Bạn cần mình giúp gì không?",,
,2020-08-13 21:17:44.689690,mình muốn tìm hiểu về việc đầu tư,,how_download_app,0.6629921793937683
,2020-08-13 21:17:44.692567,,"Để tải Ứng dụng MeeyLand, truy cập vào link dưới đây nếu:
• [Phiên bản cho thiết bị IOS](https://apps.apple.com/vn/app/id1520155172) như Apple
• [Phiên bản cho thiết bị Android](https://play.google.com/store/apps/details?id=com.meeyland.app) như Samsung, LG, Oppo,...",,
,2020-08-13 21:18:06.490486,cổ phiếu meeyland ấy,,enter_data,0.3133980929851532
,2020-08-13 21:18:06.493689,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 21:18:14.502084,cổ phần,,user_need_help,0.43260687589645386
,2020-08-13 21:18:14.505833,,Xin lỗi mình không hiểu ý bạn ạ.,,
,2020-08-13 21:18:26.850424,link,,chitchat,0.5114234685897827
,2020-08-13 21:18:26.853654,,"Hiện tại, Website chính thức của Meeyland là [https://meeyland.com](link) đăng tải thông tin mua bán Bất động sản, cập nhật nhanh diễn biến thông tin, phân tích, nhận định, định hướng thị trường Bất động sản, kiến thức mua bán nhà đất, danh sách các phòng công chứng…",,
